State,Muertos_total,Muertos_etnia,Muertos_blanco,Etnia,Blancos,Permisividad,Prueba,Inversion,Armas,Violent,Murder,Prisoner,Twitter,Protestas
Ohio,1.2522934768633205,3.377830534676946e-06,0.9126095919179293,15934.93700663604,78949.16108774212,4,287.714266317975,24378660,1508.0615534837818,306.7175509531197,5.858331812997589,447.49763886926814,0.05146411548753372,4.743275977434358
Oklahoma,3.841394665396717,1.0598144520292823e-06,3.8805760482309033,17827.5310466096,65556.50360836701,4,274.688883411113,6121188,2114.344327353986,454.2258394083337,6.283605843397278,670.7685638577167,0.025439699770839184,4.07035196333427
Oregon,1.8345186898833055,3.900704687809771e-05,2.0110114046691216,14851.611576392253,75619.6328259119,4,282.173028442268,7111710,1803.6698098086886,265.1120890919519,2.800054842453466,351.91378920800935,0.45862967247082637,15.231332806794285
Pennsylvania,0.7418665847437713,2.4857145647151496e-06,0.48052636244304103,18009.732821044523,76380.56100263503,4,286.393832326288,29967185,2119.606542076291,315.40262622332824,5.263348190708441,377.079071342342,0.4138834630675777,7.676366871611866
Rhode Island,0.3774870498348966,0.00042135693357980153,0.13094661306585306,20812.93723617194,72068.88383685387,5,277.180125645798,2367068,439.3005542453609,238.66618725811335,2.7367811113030003,272.45127821833665,0.8493458621285173,9.81466329570731
South Carolina,1.592239741945705,1.4129111820949394e-06,1.5635690903655375,32456.43383278577,63646.04192088599,5,274.67382111862,8759944,1976.0292287449427,500.3016299161148,7.1252728452070295,405.54346227357104,0.019902996774321315,4.5179802677709375
South Dakota,1.609813422624318,0.0026919032136135117,1.3967904548927474,5476.010330402706,82322.06387279715,5,286.376159534544,1415149,3579.9950785703936,418.0915431901443,3.219626845248636,433.4997573781199,5.864320325274301,6.899200382675648
Tennessee,1.861231354928779,3.7661832855326493e-06,1.793549910866615,21983.226880826398,73886.80497154251,5,278.77773546865103,9455920,1803.7565306885783,632.2081767913681,7.370476165517964,320.7124972304877,1.6676632940161857,4.8540913736542555
Texas,1.505055928019605,2.4022551567226296e-09,1.4761589365987207,51189.40754356642,41883.98237515915,5,282.320510342396,55582029,2562.721615952406,427.71852316846355,5.221766811298066,534.4573722232248,0.003532995136196256,3.024243836583995
Utah,1.8698621105649467,7.285069241706941e-05,1.482399593163667,15151.653876917293,78292.25493442104,5,286.816559110458,4705084,3012.4123381239415,238.7620481179999,2.3856861410656216,145.1399865821274,0.22567301334404527,7.801838461322709
Vermont,1.282756386924223,0.0002586947526247726,1.2095952003262451,3152.854854511374,92792.35220642116,5,287.62338824063,1996795,1237.218535188413,136.4532106590642,2.24482367711739,278.1977914141908,0.0,31.748220576374514
Virginia,1.0861839759528313,0.0,0.8609902535903293,28166.41519146354,61706.34780083164,5,290.08140742764704,15857524,4214.42924573968,218.3583982092132,5.69065952618766,352.7972779285055,0.0,6.0448499531288
Washington,1.701382292094122,0.0,1.2999539304205567,16244.190488381788,68556.29475665034,5,289.13125718319196,13709442,1618.0550688837027,298.43055585374753,2.6330916425266175,232.6302708587106,0.0,9.384608674646149
West Virginia,2.5332391262087266,0.0,2.2148937838706644,5185.705702596625,91995.62520616988,5,273.415853633933,3478401,2293.737887950428,365.282067916141,4.68098534190743,324.8603827283756,0.0,8.095351120710497
Wisconsin,1.5184239173853153,0.0,1.189890604432555,13116.439130267485,81206.60521305988,5,288.14314431546904,11637376,1374.1563904164673,305.68634227725283,4.0031176003794675,399.67333179995524,0.0,6.487811283373621
Wyoming,2.2440295866670117,0.0,1.8496216496158953,10922.55508661091,83993.3369583042,4,288.761811740442,1962874,23139.39739174715,247.01587219388418,3.452353210256941,405.9967375262163,0.0,12.601089217437837
