Year,Jurisdiction,All students,Average scale score
2009,West Virginia,All students,255
2009,Wisconsin,All students,266
2009,Wyoming,All students,268
2007,Alabama,All students,252
2007,Alaska,All students,259
2007,Arizona,All students,255
2007,Arkansas,All students,258
2007,California,All students,251
2007,Colorado,All students,266
2007,Connecticut,All students,267
2007,Delaware,All students,265
2007,District of Columbia,All students,241
2007,DoDEA,All students,273
2007,Florida,All students,260
2007,Georgia,All students,259
2007,Hawaii,All students,251
2007,Idaho,All students,265
2007,Illinois,All students,263
2007,Indiana,All students,264
2007,Iowa,All students,267
2007,Kansas,All students,267
2007,Kentucky,All students,262
2007,Louisiana,All students,253
2007,Maine,All students,270
2007,Maryland,All students,265
2007,Massachusetts,All students,273
2007,Michigan,All students,260
2007,Minnesota,All students,268
2007,Mississippi,All students,250
2007,Missouri,All students,263
2007,Montana,All students,271
2007,Nebraska,All students,267
2007,Nevada,All students,252
2007,New Hampshire,All students,270
2007,New Jersey,All students,270
2007,New Mexico,All students,251
2007,New York,All students,264
2007,North Carolina,All students,259
2007,North Dakota,All students,268
2007,Ohio,All students,268
2007,Oklahoma,All students,260
2007,Oregon,All students,266
2007,Pennsylvania,All students,268
2007,Rhode Island,All students,258
2007,South Carolina,All students,257
2007,South Dakota,All students,270
2007,Tennessee,All students,259
2007,Texas,All students,261
2007,Utah,All students,262
2007,Vermont,All students,273
2007,Virginia,All students,267
2007,Washington,All students,265
2007,West Virginia,All students,255
2007,Wisconsin,All students,264
2007,Wyoming,All students,266
2005,Alabama,All students,252
2005,Alaska,All students,259
2005,Arizona,All students,255
2005,Arkansas,All students,258
2005,California,All students,250
2005,Colorado,All students,265
2005,Connecticut,All students,264
2005,Delaware,All students,266
2005,District of Columbia,All students,238
2005,DoDEA,All students,271
2005,Florida,All students,256
2005,Georgia,All students,257
2005,Hawaii,All students,249
2005,Idaho,All students,264
2005,Illinois,All students,264
2005,Indiana,All students,261
2005,Iowa,All students,267
2005,Kansas,All students,267
2005,Kentucky,All students,264
2005,Louisiana,All students,253
2005,Maine,All students,270
2005,Maryland,All students,261
2005,Massachusetts,All students,274
2005,Michigan,All students,261
2005,Minnesota,All students,268
2005,Mississippi,All students,251
2005,Missouri,All students,265
2005,Montana,All students,269
2005,Nebraska,All students,267
2005,Nevada,All students,253
2005,New Hampshire,All students,270
2005,New Jersey,All students,269
2005,New Mexico,All students,251
2005,New York,All students,265
2005,North Carolina,All students,258
2005,North Dakota,All students,270
2005,Ohio,All students,267
2005,Oklahoma,All students,260
2005,Oregon,All students,263
2005,Pennsylvania,All students,267
2005,Rhode Island,All students,261
2005,South Carolina,All students,257
2005,South Dakota,All students,269
2005,Tennessee,All students,259
2005,Texas,All students,258
2005,Utah,All students,262
2005,Vermont,All students,269
2005,Virginia,All students,268
2005,Washington,All students,265
2005,West Virginia,All students,255
2005,Wisconsin,All students,266
2005,Wyoming,All students,268
2003,Alabama,All students,253
2003,Alaska,All students,256
2003,Arizona,All students,255
2003,Arkansas,All students,258
2003,California,All students,251
2003,Colorado,All students,268
2003,Connecticut,All students,267
2003,Delaware,All students,265
2003,District of Columbia,All students,239
2003,DoDEA,All students,272
2003,Florida,All students,257
2003,Georgia,All students,258
2003,Hawaii,All students,251
2003,Idaho,All students,264
2003,Illinois,All students,266
2003,Indiana,All students,265
2003,Iowa,All students,268
2003,Kansas,All students,266
2003,Kentucky,All students,266
2003,Louisiana,All students,253
2003,Maine,All students,268
2003,Maryland,All students,262
2003,Massachusetts,All students,273
2003,Michigan,All students,264
2003,Minnesota,All students,268
2003,Mississippi,All students,255
2003,Missouri,All students,267
2003,Montana,All students,270
2003,Nebraska,All students,266
2003,Nevada,All students,252
2003,New Hampshire,All students,271
2003,New Jersey,All students,268
2003,New Mexico,All students,252
2003,New York,All students,265
2003,North Carolina,All students,262
2003,North Dakota,All students,270
2003,Ohio,All students,267
2003,Oklahoma,All students,262
2003,Oregon,All students,264
2003,Pennsylvania,All students,264
2003,Rhode Island,All students,261
2003,South Carolina,All students,258
2003,South Dakota,All students,270
2003,Tennessee,All students,258
2003,Texas,All students,259
2003,Utah,All students,264
2003,Vermont,All students,271
2003,Virginia,All students,268
2003,Washington,All students,264
2003,West Virginia,All students,260
2003,Wisconsin,All students,266
2003,Wyoming,All students,267
2002,Alabama,All students,253
2002,Alaska,All students,—
2002,Arizona,All students,257
2002,Arkansas,All students,260
2002,California,All students,250
2002,Colorado,All students,—
2002,Connecticut,All students,267
2002,Delaware,All students,267
2002,District of Columbia,All students,240
2002,DoDEA,All students,273
2002,Florida,All students,261
2002,Georgia,All students,258
2002,Hawaii,All students,252
2002,Idaho,All students,266
2002,Illinois,All students,‡
2002,Indiana,All students,265
2002,Iowa,All students,—
2002,Kansas,All students,269
2002,Kentucky,All students,265
2002,Louisiana,All students,256
2002,Maine,All students,270
2002,Maryland,All students,263
2002,Massachusetts,All students,271
2002,Michigan,All students,265
2002,Minnesota,All students,‡
2002,Mississippi,All students,255
2002,Missouri,All students,268
2002,Montana,All students,270
2002,Nebraska,All students,270
2002,Nevada,All students,251
2002,New Hampshire,All students,—
2002,New Jersey,All students,—
2002,New Mexico,All students,254
2002,New York,All students,264
2002,North Carolina,All students,265
2002,North Dakota,All students,268
2002,Ohio,All students,268
2002,Oklahoma,All students,262
2002,Oregon,All students,268
2002,Pennsylvania,All students,265
2002,Rhode Island,All students,262
2002,South Carolina,All students,258
2002,South Dakota,All students,—
2002,Tennessee,All students,260
2002,Texas,All students,262
2002,Utah,All students,263
2002,Vermont,All students,272
2002,Virginia,All students,269
2002,Washington,All students,268
2002,West Virginia,All students,264
2002,Wisconsin,All students,‡
2002,Wyoming,All students,265
1998,Alabama,All students,255
1998,Alaska,All students,—
1998,Arizona,All students,261
1998,Arkansas,All students,256
1998,California,All students,253
1998,Colorado,All students,264
1998,Connecticut,All students,272
1998,Delaware,All students,256
1998,District of Columbia,All students,236
1998,DoDEA,All students,269
1998,Florida,All students,253
1998,Georgia,All students,257
1998,Hawaii,All students,250
1998,Idaho,All students,—
1998,Illinois,All students,‡
1998,Indiana,All students,—
1998,Iowa,All students,—
1998,Kansas,All students,268
1998,Kentucky,All students,262
1998,Louisiana,All students,252
1998,Maine,All students,273
1998,Maryland,All students,262
1998,Massachusetts,All students,269
1998,Michigan,All students,—
1998,Minnesota,All students,267
1998,Mississippi,All students,251
1998,Missouri,All students,263
1998,Montana,All students,270
1998,Nebraska,All students,—
1998,Nevada,All students,257
1998,New Hampshire,All students,—
1998,New Jersey,All students,—
1998,New Mexico,All students,258
1998,New York,All students,266
1998,North Carolina,All students,264
1998,North Dakota,All students,—
1998,Ohio,All students,—
1998,Oklahoma,All students,265
1998,Oregon,All students,266
1998,Pennsylvania,All students,—
1998,Rhode Island,All students,262
1998,South Carolina,All students,255
1998,South Dakota,All students,—
1998,Tennessee,All students,259
1998,Texas,All students,262
1998,Utah,All students,265
1998,Vermont,All students,—
1998,Virginia,All students,266
1998,Washington,All students,265
1998,West Virginia,All students,262
1998,Wisconsin,All students,266
1998,Wyoming,All students,262
2017,Alabama,All students,258
2017,Alaska,All students,258
2017,Arizona,All students,263
2017,Arkansas,All students,260
2017,California,All students,263
2017,Colorado,All students,270
2017,Connecticut,All students,273
2017,Delaware,All students,263
2017,District of Columbia,All students,247
2017,DoDEA,All students,280
2017,Florida,All students,267
2017,Georgia,All students,266
2017,Hawaii,All students,261
2017,Idaho,All students,270
2017,Illinois,All students,267
2017,Indiana,All students,272
2017,Iowa,All students,268
2017,Kansas,All students,267
2017,Kentucky,All students,265
2017,Louisiana,All students,257
2017,Maine,All students,269
2017,Maryland,All students,267
2017,Massachusetts,All students,278
2017,Michigan,All students,265
2017,Minnesota,All students,269
2017,Mississippi,All students,256
2017,Missouri,All students,266
2017,Montana,All students,267
2017,Nebraska,All students,269
2017,Nevada,All students,260
2017,New Hampshire,All students,275
2017,New Jersey,All students,275
2017,New Mexico,All students,256
2017,New York,All students,264
2017,North Carolina,All students,263
2017,North Dakota,All students,265
2017,Ohio,All students,268
2017,Oklahoma,All students,261
2017,Oregon,All students,266
2017,Pennsylvania,All students,270
2017,Rhode Island,All students,266
2017,South Carolina,All students,260
2017,South Dakota,All students,267
2017,Tennessee,All students,262
2017,Texas,All students,260
2017,Utah,All students,269
2017,Vermont,All students,273
2017,Virginia,All students,268
2017,Washington,All students,272
2017,West Virginia,All students,259
2017,Wisconsin,All students,269
2017,Wyoming,All students,269
2015,Alabama,All students,259
2015,Alaska,All students,260
2015,Arizona,All students,263
2015,Arkansas,All students,259
2015,California,All students,259
2015,Colorado,All students,268
2015,Connecticut,All students,273
2015,Delaware,All students,263
2015,District of Columbia,All students,248
2015,DoDEA,All students,277
2015,Florida,All students,263
2015,Georgia,All students,262
2015,Hawaii,All students,257
2015,Idaho,All students,269
2015,Illinois,All students,267
2015,Indiana,All students,268
2015,Iowa,All students,268
2015,Kansas,All students,267
2015,Kentucky,All students,268
2015,Louisiana,All students,255
2015,Maine,All students,268
2015,Maryland,All students,268
2015,Massachusetts,All students,274
2015,Michigan,All students,264
2015,Minnesota,All students,270
2015,Mississippi,All students,252
2015,Missouri,All students,267
2015,Montana,All students,270
2015,Nebraska,All students,269
2015,Nevada,All students,259
2015,New Hampshire,All students,275
2015,New Jersey,All students,271
2015,New Mexico,All students,253
2015,New York,All students,263
2015,North Carolina,All students,261
2015,North Dakota,All students,267
2015,Ohio,All students,266
2015,Oklahoma,All students,263
2015,Oregon,All students,268
2015,Pennsylvania,All students,269
2015,Rhode Island,All students,265
2015,South Carolina,All students,260
2015,South Dakota,All students,267
2015,Tennessee,All students,265
2015,Texas,All students,261
2015,Utah,All students,269
2015,Vermont,All students,274
2015,Virginia,All students,267
2015,Washington,All students,267
2015,West Virginia,All students,260
2015,Wisconsin,All students,270
2015,Wyoming,All students,269
2013,Alabama,All students,257
2013,Alaska,All students,261
2013,Arizona,All students,260
2013,Arkansas,All students,262
2013,California,All students,262
2013,Colorado,All students,271
2013,Connecticut,All students,274
2013,Delaware,All students,266
2013,District of Columbia,All students,248
2013,DoDEA,All students,277
2013,Florida,All students,266
2013,Georgia,All students,265
2013,Hawaii,All students,260
2013,Idaho,All students,270
2013,Illinois,All students,267
2013,Indiana,All students,267
2013,Iowa,All students,269
2013,Kansas,All students,267
2013,Kentucky,All students,270
2013,Louisiana,All students,257
2013,Maine,All students,269
2013,Maryland,All students,274
2013,Massachusetts,All students,277
2013,Michigan,All students,266
2013,Minnesota,All students,271
2013,Mississippi,All students,253
2013,Missouri,All students,267
2013,Montana,All students,272
2013,Nebraska,All students,269
2013,Nevada,All students,262
2013,New Hampshire,All students,274
2013,New Jersey,All students,276
2013,New Mexico,All students,256
2013,New York,All students,266
2013,North Carolina,All students,265
2013,North Dakota,All students,268
2013,Ohio,All students,269
2013,Oklahoma,All students,262
2013,Oregon,All students,268
2013,Pennsylvania,All students,272
2013,Rhode Island,All students,267
2013,South Carolina,All students,261
2013,South Dakota,All students,268
2013,Tennessee,All students,265
2013,Texas,All students,264
2013,Utah,All students,270
2013,Vermont,All students,274
2013,Virginia,All students,268
2013,Washington,All students,272
2013,West Virginia,All students,257
2013,Wisconsin,All students,268
2013,Wyoming,All students,271
2011,Alabama,All students,258
2011,Alaska,All students,261
2011,Arizona,All students,260
2011,Arkansas,All students,259
2011,California,All students,255
2011,Colorado,All students,271
2011,Connecticut,All students,275
2011,Delaware,All students,266
2011,District of Columbia,All students,242
2011,DoDEA,All students,272
2011,Florida,All students,262
2011,Georgia,All students,262
2011,Hawaii,All students,257
2011,Idaho,All students,268
2011,Illinois,All students,266
2011,Indiana,All students,265
2011,Iowa,All students,265
2011,Kansas,All students,267
2011,Kentucky,All students,269
2011,Louisiana,All students,255
2011,Maine,All students,270
2011,Maryland,All students,271
2011,Massachusetts,All students,275
2011,Michigan,All students,265
2011,Minnesota,All students,270
2011,Mississippi,All students,254
2011,Missouri,All students,267
2011,Montana,All students,273
2011,Nebraska,All students,268
2011,Nevada,All students,258
2011,New Hampshire,All students,272
2011,New Jersey,All students,275
2011,New Mexico,All students,256
2011,New York,All students,266
2011,North Carolina,All students,263
2011,North Dakota,All students,269
2011,Ohio,All students,268
2011,Oklahoma,All students,260
2011,Oregon,All students,264
2011,Pennsylvania,All students,268
2011,Rhode Island,All students,265
2011,South Carolina,All students,260
2011,South Dakota,All students,269
2011,Tennessee,All students,259
2011,Texas,All students,261
2011,Utah,All students,267
2011,Vermont,All students,274
2011,Virginia,All students,267
2011,Washington,All students,268
2011,West Virginia,All students,256
2011,Wisconsin,All students,267
2011,Wyoming,All students,270
2009,Alabama,All students,255
2009,Alaska,All students,259
2009,Arizona,All students,258
2009,Arkansas,All students,258
2009,California,All students,253
2009,Colorado,All students,266
2009,Connecticut,All students,272
2009,Delaware,All students,265
2009,District of Columbia,All students,242
2009,DoDEA,All students,272
2009,Florida,All students,264
2009,Georgia,All students,260
2009,Hawaii,All students,255
2009,Idaho,All students,265
2009,Illinois,All students,265
2009,Indiana,All students,266
2009,Iowa,All students,265
2009,Kansas,All students,267
2009,Kentucky,All students,267
2009,Louisiana,All students,253
2009,Maine,All students,268
2009,Maryland,All students,267
2009,Massachusetts,All students,274
2009,Michigan,All students,262
2009,Minnesota,All students,270
2009,Mississippi,All students,251
2009,Missouri,All students,267
2009,Montana,All students,270
2009,Nebraska,All students,267
2009,Nevada,All students,254
2009,New Hampshire,All students,271
2009,New Jersey,All students,273
2009,New Mexico,All students,254
2009,New York,All students,264
2009,North Carolina,All students,260
2009,North Dakota,All students,269
2009,Ohio,All students,269
2009,Oklahoma,All students,259
2009,Oregon,All students,265
2009,Pennsylvania,All students,271
2009,Rhode Island,All students,260
2009,South Carolina,All students,257
2009,South Dakota,All students,270
2009,Tennessee,All students,261
2009,Texas,All students,260
2009,Utah,All students,266
2009,Vermont,All students,272
2009,Virginia,All students,266
2009,Washington,All students,267
2009,West Virginia,All students,255
2009,Wisconsin,All students,266
2009,Wyoming,All students,268
2007,Alabama,All students,252
2007,Alaska,All students,259
2007,Arizona,All students,255
2007,Arkansas,All students,258
2007,California,All students,251
2007,Colorado,All students,266
2007,Connecticut,All students,267
2007,Delaware,All students,265
2007,District of Columbia,All students,241
2007,DoDEA,All students,273
2007,Florida,All students,260
2007,Georgia,All students,259
2007,Hawaii,All students,251
2007,Idaho,All students,265
2007,Illinois,All students,263
2007,Indiana,All students,264
2007,Iowa,All students,267
2007,Kansas,All students,267
2007,Kentucky,All students,262
2007,Louisiana,All students,253
2007,Maine,All students,270
2007,Maryland,All students,265
2007,Massachusetts,All students,273
2007,Michigan,All students,260
2007,Minnesota,All students,268
2007,Mississippi,All students,250
2007,Missouri,All students,263
2007,Montana,All students,271
2007,Nebraska,All students,267
2007,Nevada,All students,252
2007,New Hampshire,All students,270
2007,New Jersey,All students,270
2007,New Mexico,All students,251
2007,New York,All students,264
2007,North Carolina,All students,259
2007,North Dakota,All students,268
2007,Ohio,All students,268
2007,Oklahoma,All students,260
2007,Oregon,All students,266
2007,Pennsylvania,All students,268
2007,Rhode Island,All students,258
2007,South Carolina,All students,257
2007,South Dakota,All students,270
2007,Tennessee,All students,259
2007,Texas,All students,261
2007,Utah,All students,262
2007,Vermont,All students,273
2007,Virginia,All students,267
2007,Washington,All students,265
2007,West Virginia,All students,255
2007,Wisconsin,All students,264
2007,Wyoming,All students,266
2005,Alabama,All students,252
2005,Alaska,All students,259
2005,Arizona,All students,255
2005,Arkansas,All students,258
2005,California,All students,250
2005,Colorado,All students,265
2005,Connecticut,All students,264
2005,Delaware,All students,266
2005,District of Columbia,All students,238
2005,DoDEA,All students,271
2005,Florida,All students,256
2005,Georgia,All students,257
2005,Hawaii,All students,249
2005,Idaho,All students,264
2005,Illinois,All students,264
2005,Indiana,All students,261
2005,Iowa,All students,267
2005,Kansas,All students,267
2005,Kentucky,All students,264
2005,Louisiana,All students,253
2005,Maine,All students,270
2005,Maryland,All students,261
2005,Massachusetts,All students,274
2005,Michigan,All students,261
2005,Minnesota,All students,268
2005,Mississippi,All students,251
2005,Missouri,All students,265
2005,Montana,All students,269
2005,Nebraska,All students,267
2005,Nevada,All students,253
2005,New Hampshire,All students,270
2005,New Jersey,All students,269
2005,New Mexico,All students,251
2005,New York,All students,265
2005,North Carolina,All students,258
2005,North Dakota,All students,270
2005,Ohio,All students,267
2005,Oklahoma,All students,260
2005,Oregon,All students,263
2005,Pennsylvania,All students,267
2005,Rhode Island,All students,261
2005,South Carolina,All students,257
2005,South Dakota,All students,269
2005,Tennessee,All students,259
2005,Texas,All students,258
2005,Utah,All students,262
2005,Vermont,All students,269
2005,Virginia,All students,268
2005,Washington,All students,265
2005,West Virginia,All students,255
2005,Wisconsin,All students,266
2005,Wyoming,All students,268
2003,Alabama,All students,253
2003,Alaska,All students,256
2003,Arizona,All students,255
2003,Arkansas,All students,258
2003,California,All students,251
2003,Colorado,All students,268
2003,Connecticut,All students,267
2003,Delaware,All students,265
2003,District of Columbia,All students,239
2003,DoDEA,All students,272
2003,Florida,All students,257
2003,Georgia,All students,258
2003,Hawaii,All students,251
2003,Idaho,All students,264
2003,Illinois,All students,266
2003,Indiana,All students,265
2003,Iowa,All students,268
2003,Kansas,All students,266
2003,Kentucky,All students,266
2003,Louisiana,All students,253
2003,Maine,All students,268
2003,Maryland,All students,262
2003,Massachusetts,All students,273
2003,Michigan,All students,264
2003,Minnesota,All students,268
2003,Mississippi,All students,255
2003,Missouri,All students,267
2003,Montana,All students,270
2003,Nebraska,All students,266
2003,Nevada,All students,252
2003,New Hampshire,All students,271
2003,New Jersey,All students,268
2003,New Mexico,All students,252
2003,New York,All students,265
2003,North Carolina,All students,262
2003,North Dakota,All students,270
2003,Ohio,All students,267
2003,Oklahoma,All students,262
2003,Oregon,All students,264
2003,Pennsylvania,All students,264
2003,Rhode Island,All students,261
2003,South Carolina,All students,258
2003,South Dakota,All students,270
2003,Tennessee,All students,258
2003,Texas,All students,259
2003,Utah,All students,264
2003,Vermont,All students,271
2003,Virginia,All students,268
2003,Washington,All students,264
2003,West Virginia,All students,260
2003,Wisconsin,All students,266
2003,Wyoming,All students,267
2002,Alabama,All students,253
2002,Alaska,All students,—
2002,Arizona,All students,257
2002,Arkansas,All students,260
2002,California,All students,250
2002,Colorado,All students,—
2002,Connecticut,All students,267
2002,Delaware,All students,267
2002,District of Columbia,All students,240
2002,DoDEA,All students,273
2002,Florida,All students,261
2002,Georgia,All students,258
2002,Hawaii,All students,252
2002,Idaho,All students,266
2002,Illinois,All students,‡
2002,Indiana,All students,265
2002,Iowa,All students,—
2002,Kansas,All students,269
2002,Kentucky,All students,265
2002,Louisiana,All students,256
2002,Maine,All students,270
2002,Maryland,All students,263
2002,Massachusetts,All students,271
2002,Michigan,All students,265
2002,Minnesota,All students,‡
2002,Mississippi,All students,255
2002,Missouri,All students,268
2002,Montana,All students,270
2002,Nebraska,All students,270
2002,Nevada,All students,251
2002,New Hampshire,All students,—
2002,New Jersey,All students,—
2002,New Mexico,All students,254
2002,New York,All students,264
2002,North Carolina,All students,265
2002,North Dakota,All students,268
2002,Ohio,All students,268
2002,Oklahoma,All students,262
2002,Oregon,All students,268
2002,Pennsylvania,All students,265
2002,Rhode Island,All students,262
2002,South Carolina,All students,258
2002,South Dakota,All students,—
2002,Tennessee,All students,260
2002,Texas,All students,262
2002,Utah,All students,263
2002,Vermont,All students,272
2002,Virginia,All students,269
2002,Washington,All students,268
2002,West Virginia,All students,264
2002,Wisconsin,All students,‡
2002,Wyoming,All students,265
1998,Alabama,All students,255
1998,Alaska,All students,—
1998,Arizona,All students,261
1998,Arkansas,All students,256
1998,California,All students,253
1998,Colorado,All students,264
1998,Connecticut,All students,272
1998,Delaware,All students,256
1998,District of Columbia,All students,236
1998,DoDEA,All students,269
1998,Florida,All students,253
1998,Georgia,All students,257
1998,Hawaii,All students,250
1998,Idaho,All students,—
1998,Illinois,All students,‡
1998,Indiana,All students,—
1998,Iowa,All students,—
1998,Kansas,All students,268
1998,Kentucky,All students,262
1998,Louisiana,All students,252
1998,Maine,All students,273
1998,Maryland,All students,262
1998,Massachusetts,All students,269
1998,Michigan,All students,—
1998,Minnesota,All students,267
1998,Mississippi,All students,251
1998,Missouri,All students,263
1998,Montana,All students,270
1998,Nebraska,All students,—
1998,Nevada,All students,257
1998,New Hampshire,All students,—
1998,New Jersey,All students,—
1998,New Mexico,All students,258
1998,New York,All students,266
1998,North Carolina,All students,264
1998,North Dakota,All students,—
1998,Ohio,All students,—
1998,Oklahoma,All students,265
1998,Oregon,All students,266
1998,Pennsylvania,All students,—
1998,Rhode Island,All students,262
1998,South Carolina,All students,255
1998,South Dakota,All students,—
1998,Tennessee,All students,259
1998,Texas,All students,262
1998,Utah,All students,265
1998,Vermont,All students,—
1998,Virginia,All students,266
1998,Washington,All students,265
1998,West Virginia,All students,262
1998,Wisconsin,All students,266
